0	-0.04061	0.0223
0.1	-0.0404	0.02228
0.2	-0.04041	0.02234
0.3	-0.04035	0.0223
0.4	-0.04039	0.02225
0.5	-0.04039	0.0223
0.6	-0.04054	0.02235
0.7	-0.04054	0.02227
0.8	-0.04046	0.02213
0.9	-0.04051	0.02218
1	-0.04061	0.02221
1.1	-0.04048	0.02223
1.2	-0.04056	0.02226
1.3	-0.04043	0.02231
1.4	-0.04052	0.02225
1.5	-0.04064	0.02231
1.6	-0.0406	0.02227
1.7	-0.04054	0.02219
1.8	-0.04044	0.02219
1.9	-0.04046	0.02222
2	-0.04051	0.02231
2.1	-0.04059	0.02229
2.2	-0.04062	0.02224
2.3	-0.04058	0.02213
2.4	-0.04056	0.02213
2.5	-0.04058	0.02214
2.6	-0.04066	0.02216
2.7	-0.04059	0.02205
2.8	-0.04046	0.02206
2.9	-0.04052	0.02214
3	-0.04051	0.02224
3.1	-0.04056	0.02228
3.2	-0.04055	0.02224
3.3	-0.04055	0.02216
3.4	-0.04047	0.02226
3.5	-0.04064	0.0222
3.6	-0.04068	0.02216
3.7	-0.04049	0.02212
3.8	-0.04059	0.02221
3.9	-0.04064	0.02228
4	-0.04061	0.0223
4.1	-0.04059	0.02242
4.2	-0.04055	0.02233
4.3	-0.04044	0.02239
4.4	-0.04039	0.0224
4.5	-0.04046	0.02241
4.6	-0.04041	0.02252
4.7	-0.04045	0.02244
4.8	-0.04056	0.0225
4.9	-0.04055	0.0226
5	-0.04057	0.02254
5.1	-0.04053	0.02255
5.2	-0.04057	0.02248
5.3	-0.04045	0.02235
5.4	-0.04039	0.02225
5.5	-0.04051	0.02213
5.6	-0.04047	0.02225
5.7	-0.04041	0.02238
5.8	-0.04041	0.02222
5.9	-0.04041	0.02213
6	-0.04042	0.02234
6.1	-0.04045	0.02222
6.2	-0.0406	0.02215
6.3	-0.04062	0.02226
6.4	-0.04055	0.02233
6.5	-0.0406	0.02224
6.6	-0.04059	0.02236
6.7	-0.04063	0.02252
6.8	-0.0406	0.02257
6.9	-0.04045	0.02246
7	-0.04055	0.02233
7.1	-0.04061	0.02226
7.2	-0.0406	0.02234
7.3	-0.04056	0.02238
7.4	-0.04063	0.02227
7.5	-0.04067	0.02247
7.6	-0.04072	0.0224
7.7	-0.04068	0.02221
7.8	-0.04077	0.02217
7.9	-0.04074	0.0222
8	-0.04084	0.02222
8.1	-0.04087	0.02223
8.2	-0.04111	0.02232
8.3	-0.04118	0.02236
8.4	-0.04108	0.02244
8.5	-0.04106	0.02247
8.6	-0.0411	0.02241
8.7	-0.04104	0.02227
8.8	-0.04105	0.02218
8.9	-0.04093	0.02235
9	-0.04084	0.02264
9.1	-0.04093	0.02281
9.2	-0.04096	0.02293
9.3	-0.04092	0.02306
9.4	-0.04101	0.02319
9.5	-0.04119	0.02328
9.6	-0.04147	0.02319
9.7	-0.04157	0.02322
9.8	-0.04161	0.02297
9.9	-0.04184	0.0228
10	-0.04209	0.02285
10.1	-0.04206	0.02304
10.2	-0.04207	0.02329
10.3	-0.04217	0.02334
10.4	-0.04232	0.02366
10.5	-0.04254	0.02364
10.6	-0.04255	0.02371
10.7	-0.0426	0.02362
10.8	-0.04264	0.0236
10.9	-0.04268	0.02358
11	-0.04271	0.02336
11.1	-0.04259	0.02324
11.2	-0.04249	0.02308
11.3	-0.04253	0.02335
11.4	-0.04241	0.02343
11.5	-0.04257	0.02344
11.6	-0.04271	0.02347
11.7	-0.04247	0.02334
11.8	-0.04238	0.02342
11.9	-0.04257	0.02335
12	-0.04265	0.02338
12.1	-0.04249	0.02352
12.2	-0.0426	0.02351
12.3	-0.0427	0.02365
12.4	-0.04282	0.02357
12.5	-0.04284	0.0236
12.6	-0.04274	0.02386
12.7	-0.04244	0.02377
12.8	-0.04247	0.02361
12.9	-0.04236	0.02352
13	-0.04243	0.02343
13.1	-0.04233	0.02354
13.2	-0.04224	0.02345
13.3	-0.04213	0.02343
13.4	-0.04192	0.02344
13.5	-0.04198	0.02347
13.6	-0.04172	0.0235
13.7	-0.04155	0.02358
13.8	-0.04141	0.02342
13.9	-0.04155	0.02325
14	-0.04157	0.02324
14.1	-0.04146	0.02316
