0	0.01424627	-0.03721665
0.1	0.01422293	-0.03741686
0.2	0.01427352	-0.03748629
0.3	0.0139982	-0.03692495
0.4	0.01405875	-0.03659269
0.5	0.01348192	-0.03611071
0.6	0.01352631	-0.03605178
0.7	0.01359944	-0.03622113
0.8	0.01387947	-0.03627208
0.9	0.01384884	-0.03643044
1	0.01384908	-0.03620821
1.1	0.01389873	-0.03609802
1.2	0.01440871	-0.03622538
1.3	0.01453469	-0.03592322
1.4	0.01458164	-0.03571778
1.5	0.01444415	-0.0354766
1.6	0.01445262	-0.03523932
1.7	0.01441352	-0.03499256
1.8	0.01447011	-0.03543295
1.9	0.01417347	-0.03545493
2	0.0144464	-0.03545853
2.1	0.01427211	-0.03545595
2.2	0.01417453	-0.03548441
2.3	0.01445721	-0.0360829
2.4	0.01482542	-0.03592964
2.5	0.01484045	-0.0363425
2.6	0.01488336	-0.0362302
2.7	0.0145349	-0.03614934
2.8	0.01446677	-0.03645395
2.9	0.01442965	-0.03657063
3	0.01460857	-0.03590936
3.1	0.014668	-0.03567863
3.2	0.0146526	-0.03547371
3.3	0.01416752	-0.03530603
3.4	0.01447759	-0.03539215
3.5	0.01428569	-0.03574648
3.6	0.01436394	-0.036089
3.7	0.01452781	-0.03609345
3.8	0.01453922	-0.03663726
3.9	0.01425431	-0.03652984
4	0.01432998	-0.03651024
4.1	0.01463495	-0.03656341
4.2	0.01443561	-0.03665281
4.3	0.01408	-0.03663187
4.4	0.01386435	-0.03690423
4.5	0.01390264	-0.0369187
4.6	0.01378498	-0.03680801
4.7	0.01387945	-0.03659232
4.8	0.01361519	-0.03668714
4.9	0.01333693	-0.03693367
5	0.01327614	-0.03685004
5.1	0.01332657	-0.0367158
5.2	0.01361751	-0.03650726
5.3	0.01350698	-0.03597205
5.4	0.01323537	-0.03545627
5.5	0.0132336	-0.03574441
5.6	0.01357499	-0.03591261
5.7	0.01339794	-0.0357601
5.8	0.01373259	-0.03538709
5.9	0.0139504	-0.03528573
6	0.01377684	-0.0350123
6.1	0.01391107	-0.03504233
6.2	0.01406182	-0.03494943
6.3	0.01413189	-0.03501537
6.4	0.01398688	-0.03509826
6.5	0.01399678	-0.03465423
6.6	0.01399763	-0.03457065
6.7	0.01365496	-0.0344309
6.8	0.01396935	-0.03494574
6.9	0.01402301	-0.03511763
7	0.01416242	-0.03471781
7.1	0.01385457	-0.03474691
7.2	0.01348565	-0.03478498
7.3	0.01336996	-0.03436647
7.4	0.01343902	-0.03433603
7.5	0.01296832	-0.0340652
7.6	0.01274781	-0.03312606
7.7	0.01263451	-0.03241282
7.8	0.01261902	-0.03211868
7.9	0.01267469	-0.03257994
8	0.012463	-0.03275234
8.1	0.01246012	-0.03250675
8.2	0.01190721	-0.03236979
8.3	0.01118042	-0.03254466
8.4	0.01110546	-0.03292638
8.5	0.01135124	-0.03284706
8.6	0.01140955	-0.03207293
8.7	0.01108978	-0.03182571
8.8	0.01083048	-0.03205835
8.9	0.01091786	-0.03133788
9	0.01105564	-0.03085529
9.1	0.01138216	-0.03064833
9.2	0.01130807	-0.03102625
9.3	0.01089215	-0.0316533
9.4	0.01117175	-0.03176189
9.5	0.01133266	-0.03139503
9.6	0.01114589	-0.03125038
9.7	0.01099038	-0.03112565
9.8	0.01086734	-0.03108299
9.9	0.01051614	-0.03096501
10	0.01030529	-0.03107655
10.1	0.009903378	-0.03123394
10.2	0.009636161	-0.03107067
10.3	0.009459534	-0.03084139
10.4	0.00983101	-0.03111887
10.5	0.01030728	-0.03140006
10.6	0.01028283	-0.03131565
10.7	0.01003914	-0.03114975
10.8	0.009594372	-0.03132541
10.9	0.009086201	-0.03133113
11	0.009062502	-0.03123462
11.1	0.009058699	-0.031272
11.2	0.009033719	-0.03095534
11.3	0.009078117	-0.03029806
11.4	0.009212223	-0.03066472
11.5	0.009326043	-0.03069034
11.6	0.009350054	-0.03076918
11.7	0.009632063	-0.03092053
11.8	0.009746999	-0.03118823
11.9	0.009968576	-0.03069391
12	0.009937615	-0.03094208
12.1	0.01018087	-0.03057152
12.2	0.01013039	-0.03128454
12.3	0.01063366	-0.03103736
12.4	0.01087511	-0.03106344
12.5	0.01101156	-0.03129965
12.6	0.01137395	-0.03150324
12.7	0.01169128	-0.03178509
12.8	0.01175121	-0.03199063
12.9	0.0118525	-0.03236447
13	0.01214847	-0.03256094
13.1	0.01245496	-0.0330391
13.2	0.01255787	-0.03303147
13.3	0.01275041	-0.03307189
13.4	0.01264029	-0.03294956
13.5	0.01268684	-0.0332724
13.6	0.01287715	-0.03354418
13.7	0.01292052	-0.03377433
13.8	0.01317896	-0.03410752
13.9	0.01300977	-0.03423125
14	0.01305814	-0.03454686
14.1	0.01317047	-0.03454826
14.2	0.01333187	-0.03523446
14.3	0.01314224	-0.03527787
14.4	0.01271594	-0.034953
14.5	0.0128957	-0.03455847
14.6	0.01295371	-0.03451497
14.7	0.0132687	-0.03451877
14.8	0.01369678	-0.03427107
14.9	0.01386619	-0.03438285
15	0.01371	-0.033955
15.1	0.01389378	-0.03377544
15.2	0.01420068	-0.03390994
15.3	0.01407017	-0.03400847
15.4	0.01409089	-0.03405191
15.5	0.01398129	-0.03395377
15.6	0.01425904	-0.03357259
15.7	0.0146856	-0.03409155
15.8	0.01500956	-0.03388181
15.9	0.01515889	-0.03363333
16	0.01542443	-0.0332042
16.1	0.01503108	-0.03321601
16.2	0.01510834	-0.03336961
16.3	0.01494665	-0.03358526
16.4	0.01503059	-0.03398418
16.5	0.01508732	-0.0341353
16.6	0.01538	-0.03435435
16.7	0.01538053	-0.03424132
16.8	0.0157209	-0.03429824
16.9	0.01651842	-0.03422941
17	0.01669176	-0.03436326
17.1	0.01675764	-0.03443887
17.2	0.01719664	-0.03451427
17.3	0.01707887	-0.03457688
17.4	0.01747906	-0.03447678
17.5	0.01746802	-0.03481406
17.6	0.01749734	-0.03484832
17.7	0.01756905	-0.03477683
17.8	0.01737437	-0.03488658
17.9	0.01711742	-0.0348591
18	0.01681084	-0.03476018
18.1	0.01667151	-0.03478584
18.2	0.01662451	-0.03493272
18.3	0.01666294	-0.03522142
18.5	0.01703196	-0.03478298
18.6	0.01661544	-0.03455551
18.7	0.01649186	-0.03465111
18.8	0.01646572	-0.03469404
18.9	0.01646859	-0.03476445
19	0.01579648	-0.03500098
19.1	0.01567372	-0.03496913
19.2	0.01536471	-0.03459314
19.3	0.0152368	-0.03467783
19.4	0.01527007	-0.03468216
19.5	0.01536549	-0.03499134
19.6	0.01560885	-0.0350186
19.7	0.01558807	-0.03893348
19.8	0.01365663	-0.03619058
19.9	0.01455826	-0.03624773
20	0.01446729	-0.03642095
20.1	0.01447647	-0.03625141
20.2	0.01456521	-0.03932199
20.3	0.01450738	-0.03929087
20.4	0.01442258	-0.03928665
20.5	0.01507671	-0.03622505
20.6	0.01525054	-0.03644168
20.7	0.01513263	-0.03632077
20.8	0.01513243	-0.03634957
20.9	0.01498637	-0.03690702
21	0.01528821	-0.03644535
21.1	0.01484074	-0.03680849
21.2	0.01561587	-0.03643213
21.3	0.013913	-0.03642496
21.4	0.01507443	-0.03645117
21.5	0.01510297	-0.03644542
21.6	0.01504307	-0.0364435
21.7	0.01559051	-0.03647698
21.8	0.01487377	-0.03682376
21.9	0.01464587	-0.03679684
22	0.0145475	-0.03676531
22.1	0.01454318	-0.03705075
22.2	0.01438505	-0.03709951
22.3	0.01400121	-0.03739765
22.4	0.01355488	-0.03723768
22.5	0.01360121	-0.03771351
22.6	0.01399837	-0.03774884
22.7	0.01508156	-0.036799
22.8	0.01471032	-0.03601012
22.9	0.01426739	-0.03563231
23	0.01400622	-0.03571453
23.1	0.01422887	-0.03571138
23.2	0.01406753	-0.03556512
23.3	0.01398469	-0.03544329
23.4	0.01377222	-0.03506475
23.5	0.01396517	-0.03491324
23.6	0.0140903	-0.03483964
23.7	0.01376809	-0.03483955
23.8	0.01341108	-0.03457177
